Restaurant_Name,Rating,Cuisine_Type,Cost_for_One,Delivery_Time (min),OFF_offer,Url_link
Salads Point,4.5,"Salad, Healthy Food, Juices, Beverages",¹ 200.00,55,   100 OFF,https://www.zomato.com/bangalore/salads-point-indiranagar-bangalore/order
Chikpet Donne Biriyani House,4.3,"South Indian, Biryani",¹ 200.00,33,NA,https://www.zomato.com/bangalore/chikpet-donne-biriyani-house-seshadripuram-bangalore/order
Bake and Juice,3.9,"Arabian, Sandwich, Burger, Biryani, Lebanese, Beverages, Juices, Shake",¹ 200.00,57,50% OFF,https://www.zomato.com/bangalore/bake-and-juice-hosur-road-bangalore/order
Marwadi Chaat Tiffin Services,3.4,"North Indian, Street Food, Chinese",¹ 200.00,71,40% OFF,https://www.zomato.com/bangalore/marwadi-chaat-tiffin-services-btm-bangalore/order
The Salad Studio,4.2,"Salad, Healthy Food",¹ 200.00,54,NA,https://www.zomato.com/bangalore/the-salad-studio-indiranagar-bangalore/order
Naidu Biryani Palace,3.5,"Biryani, South Indian, North Indian",¹ 200.00,50,50% OFF,https://www.zomato.com/bangalore/naidu-biryani-palace-basaveshwara-nagar-bangalore/order
Sri Krishna Sagar,4.1,"South Indian, North Indian, Chinese, Street Food, Desserts, Sandwich, Shake, Beverages",¹ 200.00,62,NA,https://www.zomato.com/bangalore/sri-krishna-sagar-koramangala-6th-block-bangalore/order
China Pearl,4.3,"Chinese, North Indian, Seafood, Fast Food, Sichuan, Desserts, Beverages",¹ 200.00,61,NA,https://www.zomato.com/bangalore/china-pearl-koramangala-6th-block/order
Shanthi Sagar,3.7,"South Indian, North Indian, Chinese, Biryani, Beverages",¹ 100.00,58,NA,https://www.zomato.com/bangalore/shanthi-sagar-jp-nagar/order
Rolls And Chicken Combos,3.5,"North Indian, Chinese, Rolls",¹ 100.00,40,NA,https://www.zomato.com/bangalore/rolls-and-chicken-combos-shanti-nagar-bangalore/order
Captain Olive,4.2,"Burger, Sandwich, Wraps, Fast Food",¹ 100.00,62,   125 OFF,https://www.zomato.com/bangalore/captain-olive-btm-bangalore/order
Hotel Prakruthi,4.1,"South Indian, Biryani",¹ 100.00,44,NA,https://www.zomato.com/bangalore/hotel-prakruthi-vijay-nagar/order
The Deagh,4,"Biryani, Shawarma, North Indian, Mughlai, Arabian, Seafood",¹ 100.00,42,NA,https://www.zomato.com/bangalore/the-deagh-frazer-town/order
SLV Corner Restaurant,4.3,"South Indian, North Indian, Street Food, Chinese, Beverages",¹ 100.00,40,NA,https://www.zomato.com/bangalore/slv-corner-restaurant-basavanagudi/order
IBC (Indian Biryani Company),4,"Biryani, North Indian, Mughlai",¹ 100.00,58,NA,https://www.zomato.com/bangalore/ibc-indian-biryani-company-koramangala-5th-block-bangalore/order
Rajathagiri Palace,4.1,"South Indian, Chinese, Juices, Shake, Beverages",¹ 100.00,55,Free Buttermilk,https://www.zomato.com/bangalore/rajathagiri-palace-jp-nagar-bangalore/order
Sri Krishna Sweets,4.3,"Mithai, Desserts",¹ 100.00,36,NA,https://www.zomato.com/bangalore/sri-krishna-sweets-malleshwaram/order
Firangi Bake,3.8,"Italian, Mexican, Pasta",¹ 100.00,34,   150 OFF,https://www.zomato.com/bangalore/firangi-bake-1-shanti-nagar-bangalore/order
Go Zero - Ice Creams & Desserts,4.3,"Ice Cream, Desserts, Healthy Food",¹ 100.00,39,   200 OFF,https://www.zomato.com/bangalore/go-zero-ice-creams-desserts-jayanagar-bangalore/order
Sorbetto,4.4,"Ice Cream, Desserts",¹ 100.00,51,Flat 15% OFF,https://www.zomato.com/bangalore/sorbetto-koramangala-6th-block-bangalore/order
Santhanam Sweets & Savouries,4.4,"Mithai, Street Food",¹ 100.00,34,NA,https://www.zomato.com/bangalore/santhanam-sweets-savouries-commercial-street-bangalore/order
Candice's Gourmet Sandwiches,4.5,"Sandwich, Salad, American, Wraps, Desserts, Beverages",¹ 100.00,57,50% OFF,https://www.zomato.com/bangalore/candices-gourmet-sandwiches-indiranagar-bangalore/order
Rasotsav,4.2,"North Indian, Rajasthani",¹ 100.00,52,NA,https://www.zomato.com/bangalore/rasotsav-majestic-bangalore/order
Uttara Karnataka Jolada Rotti Mattu Chapati Angadi,4,"South Indian, Mithai",¹ 100.00,42,NA,https://www.zomato.com/bangalore/uttara-karnataka-jolada-rotti-mattu-chapati-angadi-basavanagudi-bangalore/order
Prakriti Delux,3.8,"Biryani, North Indian, South Indian",¹ 100.00,44,NA,https://www.zomato.com/bangalore/prakriti-delux-rajajinagar-bangalore/order
Sweet Chariot Cafe,4.4,"Bakery, Desserts, Fast Food",¹ 100.00,21,NA,https://www.zomato.com/bangalore/sweet-chariot-cafe-residency-road/order
Sri Udupi Utsav,3.8,"South Indian, Chinese, North Indian, Biryani, Street Food, Ice Cream, Desserts, Beverages",¹ 100.00,44,NA,https://www.zomato.com/bangalore/sri-udupi-utsav-koramangala-8th-block-bangalore/order
Bheema's,4.2,"Andhra, Biryani, South Indian",¹ 100.00,30,NA,https://www.zomato.com/bangalore/bheemas-church-street/order
Litti Twist,4.3,"North Indian, Bihari, Street Food, Chinese, Desserts, Beverages",¹ 100.00,55,50% OFF,https://www.zomato.com/bangalore/litti-twist-btm/order
Ragoo's Kitchen,4.1,"Mangalorean, Chinese, North Indian, Biryani, Seafood, Kebab",¹ 100.00,52,30% OFF,https://www.zomato.com/bangalore/ragoos-kitchen-rajajinagar-bangalore/order
Al Zara Mandi Arabian Restaurant,4.1,"North Indian, Mandi, Mughlai, Kebab, Desserts",¹ 100.00,43,NA,https://www.zomato.com/bangalore/al-zara-mandi-arabian-restaurant-frazer-town-bangalore/order
New Alameen Restaurant,3.4,"Biryani, Kerala, North Indian, Chinese",¹ 100.00,40,50% OFF,https://www.zomato.com/bangalore/new-alameen-restaurant-ulsoor-bangalore/order
Boss Burger,4.2,"Burger, Fast Food, American, Finger Food, Desserts, Beverages, Continental",¹ 300.00,32,50% OFF,https://www.zomato.com/bangalore/boss-burger-lavelle-road-bangalore/order
Oh! Calcutta,4.4,"Bengali, Finger Food, Seafood, Biryani, Mughlai",¹ 300.00,35,NA,https://www.zomato.com/bangalore/oh-calcutta-church-street-bangalore/order
The Bengal Club,4.2,"Bengali, Biryani, Rolls",¹ 300.00,49,NA,https://www.zomato.com/bangalore/the-bengal-club-domlur-bangalore/order
Kadamba Samrat,4,"South Indian, North Indian, Biryani, Chinese, Street Food, Juices",¹ 300.00,42,NA,https://www.zomato.com/bangalore/kadamba-samrat-vijay-nagar-bangalore/order
Pai Vihar,4.1,"South Indian, Street Food, Chinese, North Indian, Biryani, Fast Food, Desserts, Beverages",¹ 300.00,30,NA,https://www.zomato.com/bangalore/pai-vihar-city-market/order
Texas Burgers,3.7,Burger,¹ 300.00,NA,NA,https://www.zomato.com/bangalore/texas-burgers-thippasandra-bangalore/order
Ultimate Punjabi,4.2,"North Indian, Chinese, Sichuan",¹ 300.00,57,40% OFF,https://www.zomato.com/bangalore/ultimate-punjabi-btm-bangalore/order
Sree Krishna Kafe,4.3,"South Indian, Beverages",¹ 300.00,50,NA,https://www.zomato.com/bangalore/sree-krishna-kafe-koramangala-5th-block/order
New Prashanth Hotel,4.3,"South Indian, Biryani",¹ 300.00,46,20% OFF,https://www.zomato.com/bangalore/new-prashanth-hotel-rajajinagar-bangalore/order
Malgudi Mylari Mane,4.3,"South Indian, Biryani",¹ 300.00,53,   100 OFF,https://www.zomato.com/bangalore/malgudi-mylari-mane-1-koramangala-5th-block-bangalore/order
Sree Banashankari Donne Biriyani,4.1,"Biryani, South Indian",¹ 300.00,42,   125 OFF,https://www.zomato.com/bangalore/sree-banashankari-donne-biriyani-basaveshwara-nagar-bangalore/order
Vrindavan Kitchen,3.8,"North Indian, Street Food, Shake, Ice Cream, Beverages",¹ 300.00,58,NA,https://www.zomato.com/bangalore/vrindavan-kitchen-1-rajajinagar-bangalore/order
Suryawanshi,4.1,"North Indian, Maharashtrian, Malwani, Street Food, Mughlai, Seafood, Desserts, Beverages",¹ 200.00,NA,NA,https://www.zomato.com/bangalore/suryawanshi-indiranagar/order
Udupi Upahar Veg Restuarant,4.1,"North Indian, South Indian, Fast Food, Chinese, Ice Cream, Beverages, Shake, Sichuan",¹ 200.00,44,NA,https://www.zomato.com/bangalore/udupi-upahar-veg-restuarant-rt-nagar-bangalore/order
Rolls Mania,4.1,Rolls,¹ 200.00,31,NA,https://www.zomato.com/bangalore/rolls-mania-st-marks-road-bangalore/order
Delicious Momos,4.3,"Chinese, Momos, Sichuan",¹ 200.00,64,NA,https://www.zomato.com/bangalore/delicious-momos-kammanahalli/order
Marenahalli Donne Biriyani,4.3,"Biryani, Fast Food",¹ 200.00,51,NA,https://www.zomato.com/bangalore/marenahalli-donne-biriyani-jp-nagar-bangalore/order
Karavali Lunch Home,4.1,"Seafood, Mangalorean",¹ 200.00,43,NA,https://www.zomato.com/bangalore/karavali-lunch-home-malleshwaram/order
Ghar Ka Khana,4.3,North Indian,¹ 200.00,60,   200 OFF,https://www.zomato.com/bangalore/ghar-ka-khana-btm-bangalore/order
Kaippunnyam Restaurant,4.1,"Kerala, Biryani, North Indian",¹ 200.00,36,Free Tender Coconut Pudding,https://www.zomato.com/bangalore/kaippunnyam-restaurant-1-brigade-road-bangalore/order
Mainland China,4.1,"Chinese, Sushi, Seafood, Asian, Japanese, Beverages",¹ 200.00,40,NA,https://www.zomato.com/bangalore/mainland-china-1-church-street-bangalore/order
BAKASURA NATI UTA,3.8,"South Indian, Biryani, North Indian, Chinese",¹ 200.00,39,NA,https://www.zomato.com/bangalore/bakasura-nati-uta-rajajinagar-bangalore/order
Donne Biryani Zone,3.4,"North Indian, South Indian, Biryani, Chinese",¹ 200.00,49,50% OFF,https://www.zomato.com/bangalore/donne-biryani-zone-basaveshwara-nagar-bangalore/order
Hola Pasta - Fresh Gourmet Pasta,4,"Pasta, Fast Food",¹ 200.00,25,50% OFF,https://www.zomato.com/bangalore/hola-pasta-fresh-gourmet-pasta-langford-town-bangalore/order
Shawarma Time,3.6,"Shawarma, Arabian, Rolls",¹ 100.00,39,NA,https://www.zomato.com/bangalore/shawarma-time-rt-nagar-bangalore/order
Polamma's Mess,4.3,"Andhra, Biryani, South Indian, Chinese, North Indian",¹ 100.00,43,NA,https://www.zomato.com/bangalore/polammas-mess-btm/order
Hotel Moonlight,4.1,"North Indian, Mughlai, Chinese",¹ 100.00,41,NA,https://www.zomato.com/bangalore/hotel-moonlight-1-malleshwaram/order
Dear Tummy,3.9,"Cafe, Continental",¹ 100.00,42,NA,https://www.zomato.com/bangalore/dear-tummy-church-street-bangalore/order
Grill Daddy,4.3,"Continental, Pizza, Burger, Sandwich, Steak, Desserts, Shake, Beverages",¹ 100.00,70,30% OFF,https://www.zomato.com/bangalore/grill-daddy-koramangala-1st-block-bangalore/order
Halli Mane Donne Biriyani,4,"North Indian, Biryani, BBQ",¹ 100.00,46,NA,https://www.zomato.com/bangalore/halli-mane-donne-biriyani-rajajinagar-bangalore/order
Shetty Lunch Home,4.4,"Mangalorean, North Indian, Biryani, Chinese",¹ 100.00,48,NA,https://www.zomato.com/bangalore/shetty-lunch-home-sadashiv-nagar-bangalore/order
Suguna Kabab Corner,4.4,"Biryani, Kebab, South Indian",¹ 100.00,42,NA,https://www.zomato.com/bangalore/suguna-kabab-corner-vijay-nagar-bangalore/order
Express By ABs,4.3,"Biryani, BBQ, Kebab, North Indian, Desserts",¹ 100.00,49,40% OFF,https://www.zomato.com/bangalore/express-by-abs-koramangala-5th-block-bangalore/order
Bihari Bowl,3.8,Bihari,¹ 100.00,40,30% OFF,https://www.zomato.com/bangalore/bihari-bowl-infantry-road-bangalore/order
Thaliwalaa.com,4,"North Indian, Beverages, Chinese",¹ 100.00,63,NA,https://www.zomato.com/bangalore/thaliwalaa-com-btm-bangalore/order
Bengaluru Donne Biriyani Katte,4.2,"Biryani, South Indian",¹ 100.00,36,NA,https://www.zomato.com/bangalore/bengaluru-donne-biriyani-katte-majestic-bangalore/order
Indus Family Restaurant,4,"North Indian, Biryani, Chinese",¹ 200.00,55,NA,https://www.zomato.com/bangalore/indus-family-restaurant-btm/order
Punjabi Dhaba,4.1,"North Indian, Chinese, Mughlai",¹ 200.00,39,20% OFF,https://www.zomato.com/bangalore/punjabi-dhaba-majestic/order
Sri Venkateshwara Sweet Meat Stall,4.3,"Mithai, Street Food, Fast Food, North Indian",¹ 200.00,40,NA,https://www.zomato.com/bangalore/sri-venkateshwara-sweet-meat-stall-basavanagudi/order
Green Onion,4.3,"Chinese, Asian, Seafood, Sichuan",¹ 200.00,31,NA,https://www.zomato.com/bangalore/green-onion-residency-road/order
Prasuma Momo Kitchen,4.3,"Momos, Chinese, Asian, Japanese, Tibetan, Street Food, Finger Food, Beverages",¹ 200.00,51,   150 OFF,https://www.zomato.com/bangalore/prasuma-momo-kitchen-koramangala-7th-block-bangalore/order
Shahi Family Restaurant,3.3,"Biryani, Kerala, North Indian, Chinese",¹ 200.00,39,50% OFF,https://www.zomato.com/bangalore/shahi-family-restaurant-ulsoor-bangalore/order
Mangaluru Kairuchi,4,"Mangalorean, Seafood",¹ 200.00,60,10% OFF,https://www.zomato.com/bangalore/mangaluru-kairuchi-btm-bangalore/order
Al Taza,4.2,"Shawarma, Lebanese",¹ 200.00,54,10% OFF,https://www.zomato.com/bangalore/al-taza-koramangala-1st-block-bangalore/order
Arambam-Start with Millet,3.8,"South Indian, Healthy Food, Beverages",¹ 200.00,NA,NA,https://www.zomato.com/bangalore/arambam-start-with-millet-indiranagar-bangalore/order
Mane Holige Kuruku Thindi,4.3,Mithai,¹ 200.00,54,NA,https://www.zomato.com/bangalore/mane-holige-kuruku-thindi-jayanagar-bangalore/order
Salt - Indian Restaurant Bar & Grill,4.2,"North Indian, BBQ, Biryani, Mughlai, Seafood, Beverages, Desserts",¹ 200.00,28,40% OFF,https://www.zomato.com/bangalore/salt-indian-restaurant-bar-grill-lavelle-road-bangalore/order
Garden Fresh,4.2,"Juices, Beverages",¹ 200.00,59,NA,https://www.zomato.com/bangalore/garden-fresh-btm/order
The Hole In The Wall Cafe,4.3,"Cafe, Continental, Burger, Sandwich, Shake, Beverages, Desserts",¹ 200.00,54,NA,https://www.zomato.com/bangalore/the-hole-in-the-wall-cafe-koramangala-4th-block-bangalore/order
1522 - The Pub,4.1,"Sandwich, Chinese, North Indian, Continental, Finger Food, Seafood, Beverages, BBQ",¹ 200.00,39,NA,https://www.zomato.com/bangalore/1522-the-pub-residency-road-bangalore/order
Pizza 'N' Burger Bites,3.6,"Pizza, Burger, Sandwich",¹ 200.00,47,NA,https://www.zomato.com/bangalore/pizza-n-burger-bites-rajajinagar-bangalore/order
Burger It Up,3.9,"Burger, American, Fast Food, Desserts, Shake, Beverages",¹ 200.00,39,60% OFF,https://www.zomato.com/bangalore/burger-it-up-vasanth-nagar-bangalore/order
Shri Krishna Vaibhava,4,"North Indian, South Indian, Chinese, Sandwich, Biryani, Street Food, Beverages",¹ 200.00,50,NA,https://www.zomato.com/bangalore/shri-krishna-vaibhava-basaveshwara-nagar-bangalore/order
Amar Rannaghor,4.1,"Bengali, Mishti",¹ 200.00,63,50% OFF,https://www.zomato.com/bangalore/amar-rannaghor-btm-bangalore/order
Venu's Donne Biriyani,4.4,"Biryani, Fast Food",¹ 200.00,48,NA,https://www.zomato.com/bangalore/venus-donne-biriyani-btm-bangalore/order
Ranganna Military Hotel,4.1,South Indian,¹ 200.00,51,NA,https://www.zomato.com/bangalore/ranganna-military-hotel-jayanagar/order
Brownie Bites,4,"Chinese, Fast Food, Momos, Sandwich, Ice Cream, Desserts, Beverages, Sichuan",¹ 200.00,49,20% OFF,https://www.zomato.com/bangalore/brownie-bites-rajajinagar-bangalore/order
Sri Ganesha Bombay Vada Pav Corner,4.4,Street Food,¹ 200.00,35,NA,https://www.zomato.com/bangalore/sri-ganesha-bombay-vada-pav-corner-seshadripuram-bangalore/order
Holige Mane,4.3,"Mithai, Street Food",¹ 200.00,56,NA,https://www.zomato.com/bangalore/holige-mane-jayanagar-bangalore/order
Bathinda Junction,4.2,"North Indian, Kebab, Street Food, Desserts, Beverages",¹ 200.00,55,NA,https://www.zomato.com/bangalore/bathinda-junction-koramangala-7th-block-bangalore/order
C. K. Mega Hot Food,4.1,"Chinese, Seafood, Sichuan",¹ 200.00,59,NA,https://www.zomato.com/bangalore/c-k-mega-hot-food-btm/order
South Delicacy,3.9,"South Indian, North Indian, Chinese, Biryani, Ice Cream, Juices, Shake, Beverages",¹ 200.00,46,30% OFF,https://www.zomato.com/bangalore/south-delicacy-rajajinagar-bangalore/order
Plan B,4.1,"American, Continental, Burger, Pizza, Tex-Mex, Fast Food",¹ 200.00,39,   150 OFF,https://www.zomato.com/bangalore/plan-b-brigade-road/order
No Sugar Please!,4.1,"Beverages, Juices, Healthy Food",¹ 200.00,47,50% OFF,https://www.zomato.com/bangalore/no-sugar-please-malleshwaram-bangalore/order
Namo Andhra,4.1,Andhra,¹ 200.00,53,20% OFF,https://www.zomato.com/bangalore/namo-andhra-koramangala-6th-block-bangalore/order
Khaomomo,4.2,"Momos, Chinese, Tibetan",¹ 200.00,57,NA,https://www.zomato.com/bangalore/khaomomo-domlur-bangalore/order
Chai Days,4.3,"Tea, Beverages, Street Food",¹ 200.00,47,40% OFF,https://www.zomato.com/bangalore/chai-days-koramangala-5th-block-bangalore/order
Chettinad Food House,3.9,"South Indian, Chettinad, North Indian, Chinese",¹ 200.00,54,NA,https://www.zomato.com/bangalore/chettinad-food-house-1-btm/order
Rotti Mane,4.2,South Indian,¹ 200.00,55,NA,https://www.zomato.com/bangalore/rotti-mane-jayanagar/order
The Ganache Factory,4.3,"Bakery, Desserts",¹ 200.00,59,   150 OFF,https://www.zomato.com/bangalore/the-ganache-factory-domlur-bangalore/order
Sree Venkateswara Foods & SVSS Biryani,4.2,"Biryani, North Indian, Chinese, Street Food, Seafood",¹ 200.00,50,NA,https://www.zomato.com/bangalore/sree-venkateswara-foods-svss-biryani-indiranagar-bangalore/order
India Sweet House,4.2,Mithai,¹ 200.00,45,30% OFF,https://www.zomato.com/bangalore/india-sweet-house-1-city-market-bangalore/order
Boba Tree,4.2,"Cafe, Beverages, Bubble Tea, Pizza, Burger, Fast Food, Desserts",¹ 250.00,53,NA,https://www.zomato.com/bangalore/boba-tree-1-indiranagar-bangalore/order
The Lassi Corner,3.4,"Beverages, Sandwich, Wraps, Fast Food, Burger, Desserts, Ice Cream, Shake",¹ 250.00,52,NA,https://www.zomato.com/bangalore/the-lassi-corner-koramangala-7th-block-bangalore/order
Rahhams,4.3,"Biryani, North Indian, Mughlai, Chinese, Kebab, Arabian",¹ 250.00,44,NA,https://www.zomato.com/bangalore/rahhams-frazer-town-bangalore/order
GetAWay - Ice Creams & Desserts,4.1,"Ice Cream, Healthy Food, Desserts, Bakery",¹ 250.00,45,40% OFF,https://www.zomato.com/bangalore/getaway-ice-creams-desserts-domlur-bangalore/order
Mega Biryani,3.7,Biryani,¹ 250.00,39,   200 OFF,https://www.zomato.com/bangalore/mega-biryani-frazer-town-bangalore/order
The Rice Bowl,4.2,"Asian, Chinese, Sichuan, Seafood, Desserts",¹ 250.00,28,NA,https://www.zomato.com/bangalore/the-rice-bowl-1-lavelle-road/order
Uttarakarnataka Jolada Rotti Mane,4,South Indian,¹ 250.00,50,NA,https://www.zomato.com/bangalore/uttarakarnataka-jolada-rotti-mane-banashankari-bangalore/order
Tandoori Knight,3.8,"North Indian, Chinese",¹ 250.00,58,50% OFF,https://www.zomato.com/bangalore/tandoori-knight-banashankari/order
Uttara Karnataka Jolada Rotti Mattu Chapati Angadi,3.4,"South Indian, Street Food, Desserts",¹ 250.00,40,NA,https://www.zomato.com/bangalore/uttara-karnataka-jolada-rotti-mattu-chapati-angadi-wilson-garden-bangalore/order
Kamat Bugle Rock,4.3,"South Indian, Fast Food, Chinese, Street Food, North Indian, Desserts, Beverages",¹ 250.00,48,NA,https://www.zomato.com/bangalore/kamat-bugle-rock-basavanagudi/order
Prasidhi Food Corner,4.3,South Indian,¹ 250.00,55,NA,https://www.zomato.com/bangalore/prasidhi-food-corner-jp-nagar-bangalore/order
Pizza Galleria,4,"Pizza, Burger, Sandwich, Fast Food, Shake, Beverages, Wraps",¹ 250.00,43,NA,https://www.zomato.com/bangalore/pizza-galleria-basavanagudi-bangalore/order
MISU,4.3,"Asian, Chinese, Thai, Japanese",¹ 550.00,35,   200 OFF,https://www.zomato.com/bangalore/misu-st-marks-road-bangalore/order
Tibetan Mother's Kitchen,3.9,"Tibetan, Chinese, Asian, Momos, Sichuan",¹ 550.00,54,NA,https://www.zomato.com/bangalore/tibetan-mothers-kitchen-koramangala-7th-block/order
Donne Biryani,3.7,"Biryani, South Indian",¹ 550.00,48,NA,https://www.zomato.com/bangalore/donne-biryani-btm-bangalore/order
Uttara Karnatakada Gama Gama,4.3,South Indian,¹ 550.00,48,NA,https://www.zomato.com/bangalore/uttara-karnatakada-gama-gama-basavanagudi-bangalore/order
Cookie Man,4.3,"Desserts, Bakery",¹ 550.00,32,   125 OFF,https://www.zomato.com/bangalore/cookie-man-brigade-road/order
Beegara Mane Baadoota,4.1,"South Indian, Mughlai, Biryani, Street Food",¹ 550.00,42,NA,https://www.zomato.com/bangalore/beegara-mane-baadoota-rajajinagar-bangalore/order
Kabab Magic Roll,4,"Chinese, Fast Food, Rolls, BBQ, North Indian",¹ 550.00,44,30% OFF,https://www.zomato.com/bangalore/kabab-magic-roll-1-richmond-road-bangalore/order
